codigo,producto,descripcion,marca,categoria,subcategoria,unidad_medida,precio,precio_mayoreo,precio_menudeo
FER-00001,Lijadoras Makita Modelo 1,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Lijadoras,Galón,1355.79,1110.21,1532.59
FER-00002,Taladros Bosch Modelo 2,Producto de alta calidad de la marca Bosch para uso en herramientas eléctricas,Bosch,Herramientas Eléctricas,Taladros,m3,5020.51,3953.95,5807.31
FER-00003,Amoladoras DeWalt Modelo 3,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Amoladoras,Metro,1120.86,955.32,1367.92
FER-00004,Bisagras Stanley Modelo 4,Producto de alta calidad de la marca Stanley para uso en ferretería,Stanley,Ferretería,Bisagras,Galón,6891.76,6135.98,7934.03
FER-00005,Taladros Stanley Modelo 5,Producto de alta calidad de la marca Stanley para uso en herramientas eléctricas,Stanley,Herramientas Eléctricas,Taladros,Kg,1735.36,1319.31,2135.57
FER-00006,Amoladoras Makita Modelo 6,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Amoladoras,m2,628.43,472.63,761.05
FER-00007,Llaves DeWalt Modelo 7,Producto de alta calidad de la marca DeWalt para uso en herramientas manuales,DeWalt,Herramientas Manuales,Llaves,Kg,2669.45,2317.01,3091.86
FER-00008,Taladros Black & Decker Modelo 8,Producto de alta calidad de la marca Black & Decker para uso en herramientas eléctricas,Black & Decker,Herramientas Eléctricas,Taladros,Caja,7332.45,6040.97,7918.02
FER-00009,Llaves Bosch Modelo 9,Producto de alta calidad de la marca Bosch para uso en herramientas manuales,Bosch,Herramientas Manuales,Llaves,m2,1368.55,1226.96,1604.0
FER-00010,Martillos Makita Modelo 10,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Martillos,Pieza,1244.38,1093.18,1534.43
FER-00011,Bisagras Black & Decker Modelo 11,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Bisagras,Barra,7928.65,6668.39,8547.81
FER-00012,Martillos Stanley Modelo 12,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Martillos,Barra,5264.21,4233.4,5638.64
FER-00013,Desarmadores Black & Decker Modelo 13,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Desarmadores,Kg,2412.32,1914.56,2819.47
FER-00014,Tornillos Makita Modelo 14,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Tornillos,Saco,4707.18,3623.02,5755.32
FER-00015,Llaves Black & Decker Modelo 15,Producto de alta calidad de la marca Black & Decker para uso en herramientas manuales,Black & Decker,Herramientas Manuales,Llaves,Barra,5821.68,4713.51,6995.82
FER-00016,Tornillos Black & Decker Modelo 16,Producto de alta calidad de la marca Black & Decker para uso en ferretería,Black & Decker,Ferretería,Tornillos,Galón,3029.08,2645.31,3356.58
FER-00017,Sierras Black & Decker Modelo 17,Producto de alta calidad de la marca Black & Decker para uso en herramientas eléctricas,Black & Decker,Herramientas Eléctricas,Sierras,Saco,4615.54,3784.42,5246.43
FER-00018,Desarmadores Stanley Modelo 18,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Desarmadores,Barra,261.54,216.38,310.06
FER-00019,Bisagras Bosch Modelo 19,Producto de alta calidad de la marca Bosch para uso en ferretería,Bosch,Ferretería,Bisagras,Saco,4016.47,3506.08,4961.24
FER-00020,Lijadoras DeWalt Modelo 20,Producto de alta calidad de la marca DeWalt para uso en herramientas eléctricas,DeWalt,Herramientas Eléctricas,Lijadoras,m3,5568.44,4743.28,6751.0
FER-00021,Clavos Stanley Modelo 21,Producto de alta calidad de la marca Stanley para uso en ferretería,Stanley,Ferretería,Clavos,m2,2387.73,1978.84,2765.46
FER-00022,Llaves Stanley Modelo 22,Producto de alta calidad de la marca Stanley para uso en herramientas manuales,Stanley,Herramientas Manuales,Llaves,Litro,6266.59,5478.35,7617.43
FER-00023,Bisagras Makita Modelo 23,Producto de alta calidad de la marca Makita para uso en ferretería,Makita,Ferretería,Bisagras,Saco,7298.49,5565.34,7880.52
FER-00024,Llaves Makita Modelo 24,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Llaves,Metro,2874.66,2334.1,3447.4
FER-00025,Desarmadores Makita Modelo 25,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Desarmadores,Saco,4447.9,3455.9,4935.45
FER-00026,Clavos Stanley Modelo 26,Producto de alta calidad de la marca Stanley para uso en ferretería,Stanley,Ferretería,Clavos,Pieza,5497.87,4688.57,6569.61
FER-00027,Sierras Makita Modelo 27,Producto de alta calidad de la marca Makita para uso en herramientas eléctricas,Makita,Herramientas Eléctricas,Sierras,Saco,6394.62,5191.66,7331.26
FER-00028,Llaves Makita Modelo 28,Producto de alta calidad de la marca Makita para uso en herramientas manuales,Makita,Herramientas Manuales,Llaves,Metro,2998.15,2428.45,3250.5
