codigo,producto,descripcion,marca,categoria,subcategoria,unidad_medida,precio,precio_mayoreo,precio_menudeo
FER-000001,Desarmadores Bosch Serie 1,"Producto industrial Bosch especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",Bosch,Herramientas Manuales,Desarmadores,Galón,14524.43,11766.26,16297.31
FLP-000001,Ángulos Altos Hornos Serie 1,"Producto industrial Altos Hornos especializado en acero estructural, modelo avanzado con características premium para uso profesional",Altos Hornos,Acero Estructural,Ángulos,Caja,6111.92,4822.31,7161.7
MAP-000001,Pintura DeAcero Serie 1,"Producto industrial DeAcero especializado en acabados, modelo avanzado con características premium para uso profesional",DeAcero,Acabados,Pintura,m3,8245.62,6171.33,10059.42
FER-000002,Lijadoras Stanley Serie 2,"Producto industrial Stanley especializado en herramientas eléctricas, modelo avanzado con características premium para uso profesional",Stanley,Herramientas Eléctricas,Lijadoras,Metro,14382.6,10833.68,16257.18
FLP-000002,PTR ArcelorMittal Serie 2,"Producto industrial ArcelorMittal especializado en perfiles, modelo avanzado con características premium para uso profesional",ArcelorMittal,Perfiles,PTR,Caja,3284.59,2560.09,3829.01
MAP-000002,Azulejos Cruz Azul Serie 2,"Producto industrial Cruz Azul especializado en acabados, modelo avanzado con características premium para uso profesional",Cruz Azul,Acabados,Azulejos,Galón,11731.35,9952.31,15110.8
FER-000003,Tornillos DeWalt Serie 3,"Producto industrial DeWalt especializado en ferretería, modelo avanzado con características premium para uso profesional",DeWalt,Ferretería,Tornillos,Barra,10043.34,8047.08,11136.68
FLP-000003,Acanaladas Altos Hornos Serie 3,"Producto industrial Altos Hornos especializado en láminas, modelo avanzado con características premium para uso profesional",Altos Hornos,Láminas,Acanaladas,Kg,13747.2,11421.05,14990.59
MAP-000003,Blocks Cemex Serie 3,"Producto industrial Cemex especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Cemex,Materiales Básicos,Blocks,Litro,10774.98,9030.04,13961.28
FER-000004,Llaves Makita Serie 4,"Producto industrial Makita especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",Makita,Herramientas Manuales,Llaves,Metro,3880.33,3324.41,4868.39
FLP-000004,Canales ArcelorMittal Serie 4,"Producto industrial ArcelorMittal especializado en perfiles, modelo avanzado con características premium para uso profesional",ArcelorMittal,Perfiles,Canales,Barra,13119.39,11075.68,16533.64
MAP-000004,Pisos DeAcero Serie 4,"Producto industrial DeAcero especializado en acabados, modelo avanzado con características premium para uso profesional",DeAcero,Acabados,Pisos,Barra,7657.21,6438.84,8290.26
FER-000005,Martillos Makita Serie 5,"Producto industrial Makita especializado en herramientas manuales, modelo avanzado con características premium para uso profesional",Makita,Herramientas Manuales,Martillos,Caja,4408.66,3194.82,5428.08
FLP-000005,Ángulos Nucor Serie 5,"Producto industrial Nucor especializado en acero estructural, modelo avanzado con características premium para uso profesional",Nucor,Acero Estructural,Ángulos,Caja,12777.42,10384.0,15655.11
MAP-000005,Blocks Ternium Serie 5,"Producto industrial Ternium especializado en materiales básicos, modelo avanzado con características premium para uso profesional",Ternium,Materiales Básicos,Blocks,Kg,9951.23,7857.93,12605.27
FER-000006,Bisagras Makita Serie 6,"Producto industrial Makita especializado en ferretería, modelo avanzado con características premium para uso profesional",Makita,Ferretería,Bisagras,Kg,1469.82,1130.5,1670.92
FLP-000006,Columnas Nucor Serie 6,"Producto industrial Nucor especializado en acero estructural, modelo avanzado con características premium para uso profesional",Nucor,Acero Estructural,Columnas,Barra,6360.95,5064.2,8089.93
