codigo,producto,descripcion,marca,categoria,subcategoria,unidad_medida,precio,precio_mayoreo,precio_menudeo
FLP-00001,Columnas Ternium Modelo 1,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Columnas,Caja,7054.32,6159.74,8492.37
FLP-00002,Vigas ArcelorMittal Modelo 2,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Vigas,Kg,5996.19,4908.3,6684.58
FLP-00003,PTR AHMSA Modelo 3,Producto de alta calidad de la marca AHMSA para uso en perfiles,AHMSA,Perfiles,PTR,Metro,2428.38,1855.61,2675.78
FLP-00004,Galvanizadas Ternium Modelo 4,Producto de alta calidad de la marca Ternium para uso en láminas,Ternium,Láminas,Galvanizadas,Caja,1238.08,1108.01,1420.68
FLP-00005,Columnas ArcelorMittal Modelo 5,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Columnas,m2,4818.5,3905.89,5824.96
FLP-00006,Galvanizadas Altos Hornos Modelo 6,Producto de alta calidad de la marca Altos Hornos para uso en láminas,Altos Hornos,Láminas,Galvanizadas,Litro,7225.73,6121.03,8026.82
FLP-00007,Acanaladas Nucor Modelo 7,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Acanaladas,Caja,3324.24,2519.91,3953.67
FLP-00008,PTR Ternium Modelo 8,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,PTR,Litro,7563.71,6483.62,8180.26
FLP-00009,Galvanizadas Altos Hornos Modelo 9,Producto de alta calidad de la marca Altos Hornos para uso en láminas,Altos Hornos,Láminas,Galvanizadas,Kg,4197.14,3764.68,4795.6
FLP-00010,PTR ArcelorMittal Modelo 10,Producto de alta calidad de la marca ArcelorMittal para uso en perfiles,ArcelorMittal,Perfiles,PTR,Metro,1606.83,1278.02,1848.15
FLP-00011,Vigas Ternium Modelo 11,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Vigas,Barra,882.42,702.98,1054.84
FLP-00012,Galvanizadas AHMSA Modelo 12,Producto de alta calidad de la marca AHMSA para uso en láminas,AHMSA,Láminas,Galvanizadas,Metro,3005.85,2636.02,3259.48
FLP-00013,Canales Ternium Modelo 13,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,Canales,Litro,5220.22,4512.37,5949.33
FLP-00014,Negras Nucor Modelo 14,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Negras,Metro,880.17,749.27,1024.16
FLP-00015,PTR Ternium Modelo 15,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,PTR,Galón,5004.76,4342.34,6181.41
FLP-00016,Acanaladas Ternium Modelo 16,Producto de alta calidad de la marca Ternium para uso en láminas,Ternium,Láminas,Acanaladas,Galón,1742.05,1306.7,2071.73
FLP-00017,Galvanizadas AHMSA Modelo 17,Producto de alta calidad de la marca AHMSA para uso en láminas,AHMSA,Láminas,Galvanizadas,m2,444.16,381.86,500.1
FLP-00018,Columnas Nucor Modelo 18,Producto de alta calidad de la marca Nucor para uso en acero estructural,Nucor,Acero Estructural,Columnas,m3,2240.46,1786.0,2584.4
FLP-00019,Soleras Altos Hornos Modelo 19,Producto de alta calidad de la marca Altos Hornos para uso en perfiles,Altos Hornos,Perfiles,Soleras,Saco,3916.88,3404.16,4160.83
FLP-00020,Vigas AHMSA Modelo 20,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Vigas,Pieza,2566.25,1949.89,2952.16
FLP-00021,Vigas AHMSA Modelo 21,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Vigas,Pieza,6677.15,5954.41,8011.79
FLP-00022,Vigas AHMSA Modelo 22,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Vigas,m2,2986.42,2609.14,3652.57
FLP-00023,Vigas Nucor Modelo 23,Producto de alta calidad de la marca Nucor para uso en acero estructural,Nucor,Acero Estructural,Vigas,Metro,4364.74,3306.54,5093.75
FLP-00024,Ángulos Altos Hornos Modelo 24,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Ángulos,Litro,1917.05,1637.52,2178.73
FLP-00025,Galvanizadas Nucor Modelo 25,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Galvanizadas,Galón,6281.79,4953.16,7355.02
FLP-00026,Canales Nucor Modelo 26,Producto de alta calidad de la marca Nucor para uso en perfiles,Nucor,Perfiles,Canales,m2,2493.3,2198.21,3031.59
FLP-00027,Negras Altos Hornos Modelo 27,Producto de alta calidad de la marca Altos Hornos para uso en láminas,Altos Hornos,Láminas,Negras,Litro,5684.02,5091.56,7008.83
FLP-00028,Ángulos ArcelorMittal Modelo 28,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Ángulos,m3,5260.54,3981.96,5662.8
FLP-00029,PTR Ternium Modelo 29,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,PTR,Metro,3812.57,3402.03,4044.63
FLP-00030,Negras Nucor Modelo 30,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Negras,Kg,941.26,798.44,1086.3
FLP-00031,Soleras AHMSA Modelo 31,Producto de alta calidad de la marca AHMSA para uso en perfiles,AHMSA,Perfiles,Soleras,Caja,6548.82,5761.15,7109.9
FLP-00032,Vigas Altos Hornos Modelo 32,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Vigas,Litro,7778.85,6212.18,8998.83
FLP-00033,Acanaladas Ternium Modelo 33,Producto de alta calidad de la marca Ternium para uso en láminas,Ternium,Láminas,Acanaladas,Kg,615.15,476.33,751.64
FLP-00034,Acanaladas Ternium Modelo 34,Producto de alta calidad de la marca Ternium para uso en láminas,Ternium,Láminas,Acanaladas,Barra,445.69,367.15,472.01
FLP-00035,Ángulos Nucor Modelo 35,Producto de alta calidad de la marca Nucor para uso en acero estructural,Nucor,Acero Estructural,Ángulos,Metro,3412.76,3015.36,3744.98
FLP-00036,Canales AHMSA Modelo 36,Producto de alta calidad de la marca AHMSA para uso en perfiles,AHMSA,Perfiles,Canales,Kg,2080.41,1757.51,2365.53
FLP-00037,Vigas ArcelorMittal Modelo 37,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Vigas,Caja,1565.37,1203.78,1703.92
FLP-00038,Canales ArcelorMittal Modelo 38,Producto de alta calidad de la marca ArcelorMittal para uso en perfiles,ArcelorMittal,Perfiles,Canales,Kg,785.6,692.84,926.03
FLP-00039,Vigas Altos Hornos Modelo 39,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Vigas,m2,7196.91,6381.97,7618.89
FLP-00040,Galvanizadas Altos Hornos Modelo 40,Producto de alta calidad de la marca Altos Hornos para uso en láminas,Altos Hornos,Láminas,Galvanizadas,m3,577.87,503.06,632.75
FLP-00041,Negras Altos Hornos Modelo 41,Producto de alta calidad de la marca Altos Hornos para uso en láminas,Altos Hornos,Láminas,Negras,Metro,558.29,459.17,646.01
FLP-00042,PTR ArcelorMittal Modelo 42,Producto de alta calidad de la marca ArcelorMittal para uso en perfiles,ArcelorMittal,Perfiles,PTR,m3,2905.69,2571.71,3324.81
FLP-00043,Canales ArcelorMittal Modelo 43,Producto de alta calidad de la marca ArcelorMittal para uso en perfiles,ArcelorMittal,Perfiles,Canales,m2,5922.4,5232.82,7270.15
FLP-00044,Ángulos ArcelorMittal Modelo 44,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Ángulos,Saco,6131.72,5167.44,7195.13
FLP-00045,Columnas Ternium Modelo 45,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Columnas,Saco,7165.83,5664.57,7585.51
FLP-00046,Vigas Ternium Modelo 46,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Vigas,Saco,921.95,811.56,1097.62
FLP-00047,Columnas ArcelorMittal Modelo 47,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Columnas,Kg,2839.17,2406.15,3281.65
FLP-00048,Canales Ternium Modelo 48,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,Canales,m3,642.33,571.39,762.08
FLP-00049,Acanaladas ArcelorMittal Modelo 49,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Acanaladas,Galón,4948.41,3805.01,5510.43
FLP-00050,Soleras AHMSA Modelo 50,Producto de alta calidad de la marca AHMSA para uso en perfiles,AHMSA,Perfiles,Soleras,Saco,113.01,97.49,131.92
FLP-00051,Vigas Altos Hornos Modelo 51,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Vigas,Kg,6428.47,5161.06,7676.05
FLP-00052,Negras Nucor Modelo 52,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Negras,Pieza,2057.53,1547.62,2550.09
FLP-00053,Galvanizadas ArcelorMittal Modelo 53,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Galvanizadas,m3,1748.21,1415.22,1951.31
FLP-00054,Soleras Nucor Modelo 54,Producto de alta calidad de la marca Nucor para uso en perfiles,Nucor,Perfiles,Soleras,Metro,6346.56,5149.59,7874.79
FLP-00055,Soleras AHMSA Modelo 55,Producto de alta calidad de la marca AHMSA para uso en perfiles,AHMSA,Perfiles,Soleras,Metro,4953.66,3935.69,5583.12
FLP-00056,Vigas Altos Hornos Modelo 56,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Vigas,Metro,2405.16,2005.57,2528.9
FLP-00057,Canales ArcelorMittal Modelo 57,Producto de alta calidad de la marca ArcelorMittal para uso en perfiles,ArcelorMittal,Perfiles,Canales,Kg,3642.17,2909.61,4240.75
FLP-00058,Ángulos Ternium Modelo 58,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Ángulos,Kg,3163.74,2761.4,3438.65
FLP-00059,Acanaladas ArcelorMittal Modelo 59,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Acanaladas,Galón,5085.76,4542.52,5429.64
FLP-00060,Canales AHMSA Modelo 60,Producto de alta calidad de la marca AHMSA para uso en perfiles,AHMSA,Perfiles,Canales,Pieza,4665.95,4061.3,4904.11
FLP-00061,Ángulos AHMSA Modelo 61,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Ángulos,Saco,3655.95,3019.75,4109.13
FLP-00062,Galvanizadas Nucor Modelo 62,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Galvanizadas,Saco,3682.57,3137.03,4391.91
FLP-00063,Ángulos Altos Hornos Modelo 63,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Ángulos,Metro,1538.62,1165.22,1841.4
FLP-00064,Negras AHMSA Modelo 64,Producto de alta calidad de la marca AHMSA para uso en láminas,AHMSA,Láminas,Negras,Galón,4022.25,3225.74,4707.16
FLP-00065,Acanaladas Ternium Modelo 65,Producto de alta calidad de la marca Ternium para uso en láminas,Ternium,Láminas,Acanaladas,Saco,7273.67,5529.68,7816.95
FLP-00066,Acanaladas Ternium Modelo 66,Producto de alta calidad de la marca Ternium para uso en láminas,Ternium,Láminas,Acanaladas,Litro,80.25,71.12,84.66
FLP-00067,PTR ArcelorMittal Modelo 67,Producto de alta calidad de la marca ArcelorMittal para uso en perfiles,ArcelorMittal,Perfiles,PTR,Barra,6421.8,5437.77,7837.36
FLP-00068,PTR ArcelorMittal Modelo 68,Producto de alta calidad de la marca ArcelorMittal para uso en perfiles,ArcelorMittal,Perfiles,PTR,m2,3407.31,2926.13,3808.66
FLP-00069,Acanaladas Nucor Modelo 69,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Acanaladas,m2,6378.07,5013.43,7156.76
FLP-00070,Negras ArcelorMittal Modelo 70,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Negras,m2,7838.0,5906.22,8623.48
FLP-00071,Canales Ternium Modelo 71,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,Canales,Pieza,6151.35,4863.84,7297.18
FLP-00072,Negras Altos Hornos Modelo 72,Producto de alta calidad de la marca Altos Hornos para uso en láminas,Altos Hornos,Láminas,Negras,Litro,2816.43,2424.12,3209.64
FLP-00073,Canales Altos Hornos Modelo 73,Producto de alta calidad de la marca Altos Hornos para uso en perfiles,Altos Hornos,Perfiles,Canales,Metro,861.92,733.88,1012.39
FLP-00074,Columnas Altos Hornos Modelo 74,Producto de alta calidad de la marca Altos Hornos para uso en acero estructural,Altos Hornos,Acero Estructural,Columnas,Barra,2216.5,1873.99,2708.12
FLP-00075,Galvanizadas Nucor Modelo 75,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Galvanizadas,m3,246.29,202.42,281.59
FLP-00076,Vigas AHMSA Modelo 76,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Vigas,Pieza,5062.57,4320.75,6150.93
FLP-00077,Galvanizadas ArcelorMittal Modelo 77,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Galvanizadas,Caja,2108.02,1830.12,2283.09
FLP-00078,Soleras Nucor Modelo 78,Producto de alta calidad de la marca Nucor para uso en perfiles,Nucor,Perfiles,Soleras,m3,7073.07,5997.1,7477.01
FLP-00079,PTR Nucor Modelo 79,Producto de alta calidad de la marca Nucor para uso en perfiles,Nucor,Perfiles,PTR,m3,6085.57,5194.11,6480.73
FLP-00080,Negras Nucor Modelo 80,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Negras,Caja,854.05,701.78,1033.54
FLP-00081,Ángulos Ternium Modelo 81,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Ángulos,Metro,278.32,218.46,328.64
FLP-00082,Columnas ArcelorMittal Modelo 82,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Columnas,Saco,4920.93,3995.23,5632.25
FLP-00083,Columnas AHMSA Modelo 83,Producto de alta calidad de la marca AHMSA para uso en acero estructural,AHMSA,Acero Estructural,Columnas,Kg,1877.97,1553.87,2328.63
FLP-00084,PTR Ternium Modelo 84,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,PTR,Metro,5372.81,4783.76,6415.51
FLP-00085,Ángulos Nucor Modelo 85,Producto de alta calidad de la marca Nucor para uso en acero estructural,Nucor,Acero Estructural,Ángulos,Litro,1606.99,1227.51,1768.9
FLP-00086,Galvanizadas Nucor Modelo 86,Producto de alta calidad de la marca Nucor para uso en láminas,Nucor,Láminas,Galvanizadas,Caja,2145.08,1864.3,2637.75
FLP-00087,Soleras Ternium Modelo 87,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,Soleras,m3,4333.01,3350.77,5383.94
FLP-00088,Vigas ArcelorMittal Modelo 88,Producto de alta calidad de la marca ArcelorMittal para uso en acero estructural,ArcelorMittal,Acero Estructural,Vigas,Caja,4409.66,3940.91,4717.41
FLP-00089,Ángulos Ternium Modelo 89,Producto de alta calidad de la marca Ternium para uso en acero estructural,Ternium,Acero Estructural,Ángulos,m3,7413.53,6601.74,8959.65
FLP-00090,Soleras Ternium Modelo 90,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,Soleras,Pieza,1401.14,1206.35,1530.09
FLP-00091,Acanaladas Ternium Modelo 91,Producto de alta calidad de la marca Ternium para uso en láminas,Ternium,Láminas,Acanaladas,Metro,2552.28,2126.85,3019.34
FLP-00092,Soleras Ternium Modelo 92,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,Soleras,Barra,2470.21,1943.5,3063.87
FLP-00093,PTR Ternium Modelo 93,Producto de alta calidad de la marca Ternium para uso en perfiles,Ternium,Perfiles,PTR,m2,5144.02,4199.04,6177.45
FLP-00094,Acanaladas ArcelorMittal Modelo 94,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Acanaladas,Litro,7013.72,6034.58,8455.48
FLP-00095,Vigas Nucor Modelo 95,Producto de alta calidad de la marca Nucor para uso en acero estructural,Nucor,Acero Estructural,Vigas,Caja,1274.37,1061.74,1466.36
FLP-00096,PTR Altos Hornos Modelo 96,Producto de alta calidad de la marca Altos Hornos para uso en perfiles,Altos Hornos,Perfiles,PTR,Galón,183.78,153.6,226.71
FLP-00097,Galvanizadas ArcelorMittal Modelo 97,Producto de alta calidad de la marca ArcelorMittal para uso en láminas,ArcelorMittal,Láminas,Galvanizadas,Saco,2995.65,2404.96,3353.49
FLP-00098,PTR Nucor Modelo 98,Producto de alta calidad de la marca Nucor para uso en perfiles,Nucor,Perfiles,PTR,Barra,5558.71,4333.13,6811.53
FLP-00099,Soleras AHMSA Modelo 99,Producto de alta calidad de la marca AHMSA para uso en perfiles,AHMSA,Perfiles,Soleras,Kg,5186.45,4555.29,5999.76
